월,계정,상품명,옵션명,매출,주문,판매량,원가합계
2026-06,유큐어,유큐어 뉴테이핑 무릎 압박 보호대 아대,"유큐어 뉴테이핑 무릎 압박 보호대 아대, 2개, L",27900,1,1,5400
2026-06,유큐어,유큐어 대퇴 슬개 압박 무릎보호대 무릎 아대,"유큐어 대퇴 슬개 압박 무릎보호대 무릎 아대, 1개, free",117040,8,8,23200
2026-06,유큐어,유큐어 대퇴 슬개 압박 무릎보호대 무릎 아대,"유큐어 대퇴 슬개 압박 무릎보호대 무릎 아대, 2개, free",1013640,56,57,330600
2026-06,유큐어,유큐어 더나은 손목보호대 아대,"유큐어 더나은 손목보호대 아대, 1개, FREE",12670,1,1,2700
2026-06,유큐어,유큐어 더나은 허리보호대 허리 복대,"유큐어 더나은 허리보호대 허리 복대, L, 1개",99900,3,3,25020
2026-06,유큐어,유큐어 더나은 허리보호대 허리 복대,"유큐어 더나은 허리보호대 허리 복대, M, 1개",34900,1,1,8340
2026-06,유큐어,유큐어 더나은 허리보호대 허리 복대,"유큐어 더나은 허리보호대 허리 복대, XL, 1개",96760,3,3,25020
2026-06,유큐어,유큐어 손목 압박 보호대 아대 2p 1set 블랙,"유큐어 손목 압박 보호대 아대 2p 1set 블랙, 1개, free",74500,5,5,3000
2026-06,유큐어,유큐어 손목 압박 보호대 아대 2p 1set 블랙,"유큐어 손목 압박 보호대 아대 2p 1set 블랙, 2개, free",116400,5,6,7200
2026-06,유큐어,유큐어 손목보호대 TFCC 팔목 아대 임산부 손목 밴드 지지대 일자형 보호대,"유큐어 손목보호대 TFCC 팔목 아대 임산부 손목 밴드 지지대 일자형 보호대, 29.5 x 5 cm, 1개",3242570,288,299,717600
2026-06,유큐어,유큐어 손목보호대 TFCC 팔목 아대 임산부 손목 밴드 지지대 일자형 보호대,"유큐어 손목보호대 TFCC 팔목 아대 임산부 손목 밴드 지지대 일자형 보호대, 29.5 x 5 cm, 2개",6562100,352,358,1718400
2026-06,유큐어,유큐어 슬개건 압박 무릎보호대,"유큐어 슬개건 압박 무릎보호대, 2개, free",32660,2,2,7400
2026-06,유큐어,유큐어 이중 스트랩 허리보호대 허리 복대,"유큐어 이중 스트랩 허리보호대 허리 복대, L, 1개",373620,15,15,117000
2026-06,유큐어,유큐어 이중 스트랩 허리보호대 허리 복대,"유큐어 이중 스트랩 허리보호대 허리 복대, M, 1개",124500,5,5,39000
2026-06,유큐어,유큐어 이중 스트랩 허리보호대 허리 복대,"유큐어 이중 스트랩 허리보호대 허리 복대, XL, 1개",480810,17,19,148200
2026-06,유큐어,유큐어 이중압박 허리 보호대 남자 여자 요추 척추 복대 지지대 밴드,"유큐어 이중압박 허리 보호대 남자 여자 요추 척추 복대 지지대 밴드, 1개, L",733810,27,27,202500
2026-06,유큐어,유큐어 이중압박 허리 보호대 남자 여자 요추 척추 복대 지지대 밴드,"유큐어 이중압박 허리 보호대 남자 여자 요추 척추 복대 지지대 밴드, 1개, M",190910,7,7,52500
2026-06,유큐어,유큐어 이중압박 허리 보호대 남자 여자 요추 척추 복대 지지대 밴드,"유큐어 이중압박 허리 보호대 남자 여자 요추 척추 복대 지지대 밴드, 1개, S",56150,2,2,15000
2026-06,유큐어,유큐어 이중압박 허리 보호대 남자 여자 요추 척추 복대 지지대 밴드,"유큐어 이중압박 허리 보호대 남자 여자 요추 척추 복대 지지대 밴드, 1개, XL",759550,28,28,210000
2026-06,유큐어,유큐어 자가발열 허리 보호대 복대,"유큐어 자가발열 허리 보호대 복대, L, 1개",56700,2,3,14400
2026-06,유큐어,유큐어 자가발열 허리 보호대 복대,"유큐어 자가발열 허리 보호대 복대, M, 1개",17580,1,1,4800
2026-06,유큐어,유큐어 주상골 압박 아치패드 깔창 스킨색 2p,"유큐어 주상골 압박 아치패드 깔창 스킨색 2p, 1세트, FREE",184450,19,19,39900
2026-06,유큐어,유큐어 주상골 압박 아치패드 깔창 스킨색 2p,"유큐어 주상골 압박 아치패드 깔창 스킨색 2p, 2세트, FREE",298000,20,20,84000
2026-06,유큐어,유큐어 쫀쫀 엘보 팔꿈치 보호대 엘보우 압박 아대 테니스 배드민턴,"유큐어 쫀쫀 엘보 팔꿈치 보호대 엘보우 압박 아대 테니스 배드민턴, 30 x 20 cm, 1개",3751320,366,367,954200
2026-06,유큐어,유큐어 쫀쫀 엘보 팔꿈치 보호대 엘보우 압박 아대 테니스 배드민턴,"유큐어 쫀쫀 엘보 팔꿈치 보호대 엘보우 압박 아대 테니스 배드민턴, 30 x 20 cm, 2개",10793210,624,661,3437200
