날짜,채널,계정,상품코드,주문건수,판매수량,매출,총매출
2026-02-25,네이버,네이버,NV-028,5,4,77784,83650
2026-02-25,네이버,네이버,NV-030,2,1,20039,21900
2026-02-25,네이버,네이버,NV-031,1,1,24587,26870
2026-02-25,네이버,네이버,NV-034,1,1,13634,14900
2026-02-25,네이버,네이버,NV-044,1,0,0,0
2026-02-25,네이버,네이버,NV-045,3,3,65607,71700
2026-02-25,네이버,네이버,SHIP,167,0,473378,488000
2026-02-26,네이버,네이버,NV-002,28,28,332068,358900
2026-02-26,네이버,네이버,NV-003,64,68,1097478,1184690
2026-02-26,네이버,네이버,NV-004,7,7,69716,76550
2026-02-26,네이버,네이버,NV-005,4,4,45864,49050
2026-02-26,네이버,네이버,NV-006,5,5,67398,73010
2026-02-26,네이버,네이버,NV-007,3,3,22750,24700
2026-02-26,네이버,네이버,NV-008,22,21,511309,553600
2026-02-26,네이버,네이버,NV-009,15,15,197464,214400
2026-02-26,네이버,네이버,NV-010,2,2,50783,55500
2026-02-26,네이버,네이버,NV-013,1,1,13231,14150
2026-02-26,네이버,네이버,NV-014,1,1,14998,16390
2026-02-26,네이버,네이버,NV-016,4,4,53058,57360
2026-02-26,네이버,네이버,NV-017,1,1,15856,17050
2026-02-26,네이버,네이버,NV-020,6,6,104580,113060
2026-02-26,네이버,네이버,NV-021,1,1,10127,10830
2026-02-26,네이버,네이버,NV-022,1,1,15464,16900
2026-02-26,네이버,네이버,NV-023,1,1,13512,14450
2026-02-26,네이버,네이버,NV-024,2,2,26473,28310
2026-02-26,네이버,네이버,NV-025,9,10,284682,306800
2026-02-26,네이버,네이버,NV-026,4,5,60127,64300
2026-02-26,네이버,네이버,NV-027,1,1,19448,20800
2026-02-26,네이버,네이버,NV-028,1,1,19300,20640
2026-02-26,네이버,네이버,NV-029,1,1,10431,11400
2026-02-26,네이버,네이버,NV-030,4,5,100176,109000
2026-02-26,네이버,네이버,NV-031,1,1,24587,26870
2026-02-26,네이버,네이버,NV-032,1,1,24614,26900
2026-02-26,네이버,네이버,NV-034,1,1,13177,14400
2026-02-26,네이버,네이버,NV-035,1,1,3179,3400
2026-02-26,네이버,네이버,NV-036,2,2,30152,32950
2026-02-26,네이버,네이버,NV-037,1,1,25117,27450
2026-02-26,네이버,네이버,NV-039,1,1,9257,9900
2026-02-26,네이버,네이버,NV-045,4,6,205376,222850
2026-02-26,네이버,네이버,SHIP,150,0,443309,457000
2026-02-27,네이버,네이버,NV-002,41,41,571081,617010
2026-02-27,네이버,네이버,NV-003,51,55,923574,996870
2026-02-27,네이버,네이버,NV-004,4,4,49586,53350
2026-02-27,네이버,네이버,NV-005,3,3,334437,364850
2026-02-27,네이버,네이버,NV-006,5,5,67296,72270
2026-02-27,네이버,네이버,NV-007,1,1,18117,19800
2026-02-27,네이버,네이버,NV-008,27,26,633292,682950
2026-02-27,네이버,네이버,NV-009,12,12,199579,216700
2026-02-27,네이버,네이버,NV-010,2,2,48285,52770
2026-02-27,네이버,네이버,NV-011,1,1,10761,11760
2026-02-27,네이버,네이버,NV-012,4,3,39254,41980
2026-02-27,네이버,네이버,NV-013,1,1,10192,10900
2026-02-27,네이버,네이버,NV-015,1,1,11595,12400
2026-02-27,네이버,네이버,NV-016,10,9,111411,120260
2026-02-27,네이버,네이버,NV-018,2,2,21742,23760
2026-02-27,네이버,네이버,NV-019,2,2,13543,14800
2026-02-27,네이버,네이버,NV-020,1,1,17614,19250
2026-02-27,네이버,네이버,NV-025,3,2,61705,66690
2026-02-27,네이버,네이버,NV-026,2,2,22218,23970
2026-02-27,네이버,네이버,NV-028,3,3,59091,64100
2026-02-27,네이버,네이버,NV-030,4,5,100452,107900
2026-02-27,네이버,네이버,NV-041,1,1,11127,11900
2026-02-27,네이버,네이버,NV-045,2,1,23282,24900
2026-02-27,네이버,네이버,SHIP,141,0,404499,417000
2026-02-28,네이버,네이버,NV-002,28,28,335535,362000
2026-02-28,네이버,네이버,NV-003,66,71,1078513,1164000
2026-02-28,네이버,네이버,NV-004,7,7,72278,77300
2026-02-28,네이버,네이버,NV-006,3,4,53134,57760
2026-02-28,네이버,네이버,NV-007,3,3,41014,44500
2026-02-28,네이버,네이버,NV-008,23,24,607889,655360
2026-02-28,네이버,네이버,NV-009,10,10,116672,126400
2026-02-28,네이버,네이버,NV-010,2,2,76173,83250
2026-02-28,네이버,네이버,NV-012,1,1,12792,13680
2026-02-28,네이버,네이버,NV-016,8,8,105670,114080
2026-02-28,네이버,네이버,NV-018,2,2,22319,24390
2026-02-28,네이버,네이버,NV-019,1,1,13464,14400
2026-02-28,네이버,네이버,NV-020,2,2,34250,37030
2026-02-28,네이버,네이버,NV-021,1,1,10193,10900
2026-02-28,네이버,네이버,NV-022,1,1,15802,16900
2026-02-28,네이버,네이버,NV-025,5,6,169093,181580
2026-02-28,네이버,네이버,NV-026,4,4,43610,46940
2026-02-28,네이버,네이버,NV-028,4,4,80257,85830
2026-02-28,네이버,네이버,NV-037,4,4,127643,138300
2026-02-28,네이버,네이버,NV-044,1,1,13497,14750
2026-02-28,네이버,네이버,NV-045,5,5,111033,120800
2026-02-28,네이버,네이버,NV-046,1,1,9257,9900
2026-02-28,네이버,네이버,SHIP,137,0,395775,408000
2026-03-01,네이버,네이버,NV-002,29,29,371760,399600
2026-03-01,네이버,네이버,NV-003,100,108,1539614,1662030
2026-03-01,네이버,네이버,NV-004,8,8,86077,93200
2026-03-01,네이버,네이버,NV-005,1,1,9471,10350
2026-03-01,네이버,네이버,NV-006,4,4,53434,57760
2026-03-01,네이버,네이버,NV-007,3,4,43093,46500
2026-03-01,네이버,네이버,NV-008,23,22,534119,576970
2026-03-01,네이버,네이버,NV-009,12,12,152598,165100
2026-03-01,네이버,네이버,NV-010,3,3,72360,79080
2026-03-01,네이버,네이버,NV-011,1,1,6919,7400
2026-03-01,네이버,네이버,NV-012,1,1,13465,14400
2026-03-01,네이버,네이버,NV-013,2,2,27163,29050
2026-03-01,네이버,네이버,NV-016,6,6,71268,76880
2026-03-01,네이버,네이버,NV-018,2,2,21742,23760
2026-03-01,네이버,네이버,NV-019,2,2,27016,29200
2026-03-01,네이버,네이버,NV-021,2,2,20037,21660
2026-03-01,네이버,네이버,NV-025,6,6,215395,232480
2026-03-01,네이버,네이버,NV-026,5,5,53148,57550
2026-03-01,네이버,네이버,NV-028,3,3,78409,84740
2026-03-01,네이버,네이버,NV-029,1,1,10340,11300
2026-03-01,네이버,네이버,NV-030,2,2,40516,43800
2026-03-01,네이버,네이버,NV-031,1,1,23352,25520
2026-03-01,네이버,네이버,NV-032,1,1,25152,26900
2026-03-01,네이버,네이버,NV-033,3,3,40797,43950
2026-03-01,네이버,네이버,NV-045,1,1,13231,14150
2026-03-01,네이버,네이버,NV-046,1,1,13231,14150
2026-03-01,네이버,네이버,SHIP,177,0,509269,525000
2026-03-02,네이버,네이버,NV-002,35,35,449934,486410
2026-03-02,네이버,네이버,NV-003,66,66,1050618,1135890
2026-03-02,네이버,네이버,NV-004,11,11,130212,142150
2026-03-02,네이버,네이버,NV-005,2,2,25994,27800
2026-03-02,네이버,네이버,NV-006,7,8,108261,115780
2026-03-02,네이버,네이버,NV-007,3,4,60670,65310
2026-03-02,네이버,네이버,NV-008,27,26,629776,679680
2026-03-02,네이버,네이버,NV-009,12,12,152315,163960
2026-03-02,네이버,네이버,NV-010,6,6,140167,152610
2026-03-02,네이버,네이버,NV-012,5,6,78480,84240
2026-03-02,네이버,네이버,NV-013,4,4,66622,72500
2026-03-02,네이버,네이버,NV-015,1,1,11594,12400
2026-03-02,네이버,네이버,NV-016,7,7,100038,107950
2026-03-02,네이버,네이버,NV-018,3,3,34038,36400
2026-03-02,네이버,네이버,NV-020,3,3,51883,56280
2026-03-02,네이버,네이버,NV-021,2,2,19885,21730
2026-03-02,네이버,네이버,NV-024,1,1,11346,12400
2026-03-02,네이버,네이버,NV-025,4,5,130033,139070
2026-03-02,네이버,네이버,NV-026,8,8,78331,85380
2026-03-02,네이버,네이버,NV-028,1,1,19852,21230
2026-03-02,네이버,네이버,NV-030,1,1,19448,20800
2026-03-02,네이버,네이버,NV-031,1,1,24587,26870
2026-03-02,네이버,네이버,NV-032,1,2,73840,80700
2026-03-02,네이버,네이버,NV-033,2,2,41039,44200
2026-03-02,네이버,네이버,NV-040,1,0,0,0
2026-03-02,네이버,네이버,NV-041,1,1,11127,11900
2026-03-02,네이버,네이버,NV-045,5,5,113772,123250
2026-03-02,네이버,네이버,SHIP,172,0,491804,507000
2026-03-03,네이버,네이버,NV-002,38,38,517971,560810
2026-03-03,네이버,네이버,NV-003,103,106,1722898,1862680
2026-03-03,네이버,네이버,NV-004,15,16,169246,183900
2026-03-03,네이버,네이버,NV-005,1,1,15464,16900
2026-03-03,네이버,네이버,NV-006,8,10,134110,144040
2026-03-03,네이버,네이버,NV-007,1,1,6772,7400
2026-03-03,네이버,네이버,NV-008,38,38,942767,1022680
2026-03-03,네이버,네이버,NV-009,18,19,351960,380510
2026-03-03,네이버,네이버,NV-010,5,5,115110,124860
2026-03-03,네이버,네이버,NV-012,1,1,12792,13680
2026-03-03,네이버,네이버,NV-013,1,1,9678,10350
2026-03-03,네이버,네이버,NV-016,2,1,6772,7400
2026-03-03,네이버,네이버,NV-018,4,4,43960,47520
2026-03-03,네이버,네이버,NV-019,2,2,13691,14800
2026-03-03,네이버,네이버,NV-020,4,6,88996,97260
2026-03-03,네이버,네이버,NV-021,3,3,30295,32630
2026-03-03,네이버,네이버,NV-023,1,1,13512,14450
2026-03-03,네이버,네이버,NV-024,1,1,15126,16530
2026-03-03,네이버,네이버,NV-025,7,7,212950,229140
2026-03-03,네이버,네이버,NV-026,3,3,36013,38830
2026-03-03,네이버,네이버,NV-028,2,2,40204,43460
2026-03-03,네이버,네이버,NV-030,2,2,39509,42700
2026-03-03,네이버,네이버,NV-031,1,1,24587,26870
2026-03-03,네이버,네이버,NV-032,1,1,47788,51110
2026-03-03,네이버,네이버,NV-033,1,1,13932,14900
2026-03-03,네이버,네이버,NV-042,1,1,25986,28400
2026-03-03,네이버,네이버,NV-045,3,2,44439,48050
2026-03-03,네이버,네이버,NV-046,1,1,9060,9900
2026-03-03,네이버,네이버,NV-048,1,1,24248,26500
2026-03-03,네이버,네이버,SHIP,207,0,611127,630000
2026-03-04,네이버,네이버,NV-002,41,42,632209,682620
2026-03-04,네이버,네이버,NV-003,86,89,1494188,1616530
2026-03-04,네이버,네이버,NV-004,13,14,164935,179100
2026-03-04,네이버,네이버,NV-005,1,1,9975,10900
2026-03-04,네이버,네이버,NV-006,5,5,67988,73010
2026-03-04,네이버,네이버,NV-007,8,8,85820,92410
2026-03-04,네이버,네이버,NV-008,33,32,773715,837900
2026-03-04,네이버,네이버,NV-009,11,10,142648,153650
2026-03-04,네이버,네이버,NV-010,2,2,39635,42710
2026-03-04,네이버,네이버,NV-013,2,2,20166,21800
2026-03-04,네이버,네이버,NV-016,6,6,68912,74540
2026-03-04,네이버,네이버,NV-018,1,1,10871,11880
2026-03-04,네이버,네이버,NV-020,3,3,51955,56780
2026-03-04,네이버,네이버,NV-021,2,2,20623,22300
2026-03-04,네이버,네이버,NV-022,1,1,15008,16050
2026-03-04,네이버,네이버,NV-024,1,1,11016,11780
2026-03-04,네이버,네이버,NV-025,3,3,94332,100890
2026-03-04,네이버,네이버,NV-026,8,8,98146,105880
2026-03-04,네이버,네이버,NV-028,5,5,98345,106560
2026-03-04,네이버,네이버,NV-030,5,5,100157,108500
2026-03-04,네이버,네이버,NV-031,1,1,23352,25520
2026-03-04,네이버,네이버,NV-032,1,1,23889,25550
2026-03-04,네이버,네이버,NV-034,1,1,13634,14900
2026-03-04,네이버,네이버,NV-035,1,1,3179,3400
2026-03-04,네이버,네이버,NV-045,3,3,67011,72200
2026-03-04,네이버,네이버,NV-049,1,1,5610,6000
2026-03-04,네이버,네이버,SHIP,189,0,549042,566000
2026-03-05,네이버,네이버,NV-002,57,56,741574,800510
2026-03-05,네이버,네이버,NV-003,110,111,1866568,2015910
2026-03-05,네이버,네이버,NV-004,11,11,114675,124900
2026-03-05,네이버,네이버,NV-005,2,2,24479,26400
2026-03-05,네이버,네이버,NV-006,5,5,66309,71530
2026-03-05,네이버,네이버,NV-007,2,2,25432,27200
2026-03-05,네이버,네이버,NV-008,36,35,846581,915830
2026-03-05,네이버,네이버,NV-009,19,19,246476,267160
2026-03-05,네이버,네이버,NV-010,2,2,50038,54110
2026-03-05,네이버,네이버,NV-013,2,2,27865,29800
2026-03-05,네이버,네이버,NV-015,1,1,11016,11780
2026-03-05,네이버,네이버,NV-016,4,5,67159,72170
2026-03-05,네이버,네이버,NV-018,1,1,10871,11880
2026-03-05,네이버,네이버,NV-019,1,1,13932,14900
2026-03-05,네이버,네이버,NV-020,4,4,69405,75030
2026-03-05,네이버,네이버,NV-021,2,3,56227,61200
2026-03-05,네이버,네이버,NV-023,1,2,26446,28900
2026-03-05,네이버,네이버,NV-024,1,1,15457,16530
2026-03-05,네이버,네이버,NV-025,6,7,197360,212470
2026-03-05,네이버,네이버,NV-026,3,3,34672,37580
2026-03-05,네이버,네이버,NV-028,7,7,135051,146660
2026-03-05,네이버,네이버,NV-029,2,2,21132,22600
2026-03-05,네이버,네이버,NV-030,3,3,60555,65700
2026-03-05,네이버,네이버,NV-032,1,1,24157,26400
2026-03-05,네이버,네이버,NV-033,1,1,13176,14400
2026-03-05,네이버,네이버,NV-035,1,1,3111,3400
2026-03-05,네이버,네이버,NV-044,1,1,26993,29500
2026-03-05,네이버,네이버,NV-045,9,9,190984,207850
2026-03-05,네이버,네이버,NV-048,1,1,25071,27400
2026-03-05,네이버,네이버,NV-049,2,2,8357,9000
2026-03-05,네이버,네이버,SHIP,243,0,709094,731000
2026-03-06,네이버,네이버,NV-002,42,44,619372,668820
2026-03-06,네이버,네이버,NV-003,79,81,1457879,1579800
2026-03-06,네이버,네이버,NV-004,9,9,131409,142650
2026-03-06,네이버,네이버,NV-005,3,3,35672,38150
2026-03-06,네이버,네이버,NV-006,6,6,80101,86280
2026-03-06,네이버,네이버,NV-007,5,5,55205,59200
2026-03-06,네이버,네이버,NV-008,30,30,726203,785660
2026-03-06,네이버,네이버,NV-009,21,21,269569,291300
2026-03-06,네이버,네이버,NV-010,2,2,49054,53610
2026-03-06,네이버,네이버,NV-011,1,1,10762,11760
2026-03-06,네이버,네이버,NV-013,1,1,13634,14900
2026-03-06,네이버,네이버,NV-015,1,1,11594,12400
2026-03-06,네이버,네이버,NV-016,5,5,71796,77870
2026-03-06,네이버,네이버,NV-018,2,2,22896,25020
2026-03-06,네이버,네이버,NV-020,4,4,69020,75030
2026-03-06,네이버,네이버,NV-021,2,2,20787,22230
2026-03-06,네이버,네이버,NV-023,1,2,25873,27670
2026-03-06,네이버,네이버,NV-024,3,3,37820,40710
2026-03-06,네이버,네이버,NV-025,5,5,153758,165870
2026-03-06,네이버,네이버,NV-026,7,7,74808,81020
2026-03-06,네이버,네이버,NV-028,1,1,19884,21730
2026-03-06,네이버,네이버,NV-030,3,3,58541,63500
2026-03-06,네이버,네이버,NV-031,1,1,23862,25520
2026-03-06,네이버,네이버,NV-032,1,1,24614,26900
2026-03-06,네이버,네이버,NV-033,1,1,13464,14400
2026-03-06,네이버,네이버,NV-038,2,2,45348,48500
2026-03-06,네이버,네이버,NV-039,3,3,27106,29200
2026-03-06,네이버,네이버,NV-042,1,1,25986,28400
2026-03-06,네이버,네이버,NV-045,6,6,126047,136900
2026-03-06,네이버,네이버,NV-049,1,1,5143,5500
2026-03-06,네이버,네이버,SHIP,196,0,577174,595000
2026-03-07,네이버,네이버,NV-002,26,26,509660,550720
2026-03-07,네이버,네이버,NV-003,84,88,1423753,1541130
2026-03-07,네이버,네이버,NV-004,5,5,62253,67500
2026-03-07,네이버,네이버,NV-005,2,2,20167,21800
2026-03-07,네이버,네이버,NV-006,1,1,13100,14010
2026-03-07,네이버,네이버,NV-007,1,1,18513,19800
2026-03-07,네이버,네이버,NV-008,25,24,584447,629710
2026-03-07,네이버,네이버,NV-009,12,12,163112,176860
2026-03-07,네이버,네이버,NV-010,2,2,51337,55500
2026-03-07,네이버,네이버,NV-012,1,1,12792,13680
2026-03-07,네이버,네이버,NV-013,1,1,13634,14900
2026-03-07,네이버,네이버,NV-016,6,6,74582,80380
2026-03-07,네이버,네이버,NV-018,1,1,11698,12510
2026-03-07,네이버,네이버,NV-019,1,1,6771,7400
2026-03-07,네이버,네이버,NV-020,3,3,54000,57750
2026-03-07,네이버,네이버,NV-021,3,3,43601,46630
2026-03-07,네이버,네이버,NV-022,2,2,30016,32100
2026-03-07,네이버,네이버,NV-025,6,6,184818,198360
2026-03-07,네이버,네이버,NV-026,3,3,35732,38830
2026-03-07,네이버,네이버,NV-028,5,4,76980,83650
2026-03-07,네이버,네이버,NV-030,3,3,58935,63500
2026-03-07,네이버,네이버,NV-033,2,2,26865,29050
2026-03-07,네이버,네이버,NV-036,2,2,29694,32450
2026-03-07,네이버,네이버,NV-037,1,1,25666,27450
2026-03-07,네이버,네이버,NV-045,6,7,149062,161300
2026-03-07,네이버,네이버,NV-049,1,2,8237,9000
2026-03-07,네이버,네이버,SHIP,159,0,458826,473000
2026-03-08,네이버,네이버,NV-001,1,1,111262,119000
2026-03-08,네이버,네이버,NV-002,31,32,418603,454100
2026-03-08,네이버,네이버,NV-003,101,108,1808684,1956550
2026-03-08,네이버,네이버,NV-004,7,7,79423,86050
2026-03-08,네이버,네이버,NV-005,3,3,40738,44150
2026-03-08,네이버,네이버,NV-006,9,9,120430,130030
2026-03-08,네이버,네이버,NV-007,2,2,15633,17300
2026-03-08,네이버,네이버,NV-008,25,25,604959,653990
2026-03-08,네이버,네이버,NV-009,9,10,125345,136360
2026-03-08,네이버,네이버,NV-010,4,4,67355,72630
2026-03-08,네이버,네이버,NV-011,2,2,20253,21660
2026-03-08,네이버,네이버,NV-016,5,6,110492,120040
2026-03-08,네이버,네이버,NV-017,1,1,16693,17950
2026-03-08,네이버,네이버,NV-020,5,4,70456,77000
2026-03-08,네이버,네이버,NV-021,3,3,44068,47130
2026-03-08,네이버,네이버,NV-022,1,0,0,0
2026-03-08,네이버,네이버,NV-023,1,1,13512,14450
2026-03-08,네이버,네이버,NV-024,1,1,11594,12400
2026-03-08,네이버,네이버,NV-025,7,6,180589,196650
2026-03-08,네이버,네이버,NV-026,6,5,58478,63050
2026-03-08,네이버,네이버,NV-028,2,3,57200,62510
2026-03-08,네이버,네이버,NV-033,5,5,68309,74000
2026-03-08,네이버,네이버,NV-034,2,2,27269,29800
2026-03-08,네이버,네이버,NV-035,1,1,6222,6800
2026-03-08,네이버,네이버,NV-038,1,1,20963,22420
2026-03-08,네이버,네이버,NV-041,1,1,15821,16920
2026-03-08,네이버,네이버,NV-045,6,6,125189,134900
2026-03-08,네이버,네이버,SHIP,190,0,549041,566000
2026-03-09,네이버,네이버,NV-002,48,49,605499,651910
2026-03-09,네이버,네이버,NV-003,110,116,1726442,1871410
2026-03-09,네이버,네이버,NV-004,13,14,137605,149670
2026-03-09,네이버,네이버,NV-005,5,4,52554,56530
2026-03-09,네이버,네이버,NV-006,6,6,78702,84800
2026-03-09,네이버,네이버,NV-007,6,5,64793,69720
2026-03-09,네이버,네이버,NV-008,37,38,885475,956350
2026-03-09,네이버,네이버,NV-009,11,10,124950,135450
2026-03-09,네이버,네이버,NV-010,1,1,22849,24970
2026-03-09,네이버,네이버,NV-011,1,1,10996,11760
2026-03-09,네이버,네이버,NV-012,2,1,11859,12960
2026-03-09,네이버,네이버,NV-016,8,9,108982,117710
2026-03-09,네이버,네이버,NV-017,1,1,15020,16150
2026-03-09,네이버,네이버,NV-018,1,1,11449,12510
2026-03-09,네이버,네이버,NV-020,15,14,245640,266550
2026-03-09,네이버,네이버,NV-021,4,4,41116,44460
2026-03-09,네이버,네이버,NV-022,1,1,13918,15210
2026-03-09,네이버,네이버,NV-023,1,1,13512,14450
2026-03-09,네이버,네이버,NV-024,1,1,15921,17400
2026-03-09,네이버,네이버,NV-025,10,10,281367,305090
2026-03-09,네이버,네이버,NV-026,5,5,48924,52320
2026-03-09,네이버,네이버,NV-028,2,2,36559,39100
2026-03-09,네이버,네이버,NV-029,2,2,21455,23200
2026-03-09,네이버,네이버,NV-030,2,1,20040,21900
2026-03-09,네이버,네이버,NV-031,1,1,25124,26870
2026-03-09,네이버,네이버,NV-033,1,1,12271,13410
2026-03-09,네이버,네이버,NV-034,1,1,13933,14900
