날짜,채널,계정,상품코드,주문건수,판매수량,매출,총매출
2026-02-08,네이버,네이버,NV-009,7,8,94298,101400
2026-02-08,네이버,네이버,NV-010,3,2,50067,54110
2026-02-08,네이버,네이버,NV-012,2,2,25982,28080
2026-02-08,네이버,네이버,NV-013,2,2,24124,25800
2026-02-08,네이버,네이버,NV-015,1,1,11594,12400
2026-02-08,네이버,네이버,NV-016,4,4,51174,55430
2026-02-08,네이버,네이버,NV-019,1,1,13932,14900
2026-02-08,네이버,네이버,NV-020,5,5,87571,95280
2026-02-08,네이버,네이버,NV-021,2,2,21319,22800
2026-02-08,네이버,네이버,NV-023,1,1,13223,14450
2026-02-08,네이버,네이버,NV-025,2,2,61671,66690
2026-02-08,네이버,네이버,NV-026,1,1,8566,9360
2026-02-08,네이버,네이버,NV-028,1,2,38771,42370
2026-02-08,네이버,네이버,NV-031,1,1,23862,25520
2026-02-08,네이버,네이버,NV-033,1,1,13634,14900
2026-02-08,네이버,네이버,NV-037,2,2,64656,69150
2026-02-08,네이버,네이버,NV-038,1,1,23282,24900
2026-02-08,네이버,네이버,NV-042,1,1,25986,28400
2026-02-08,네이버,네이버,NV-045,6,5,109666,118300
2026-02-08,네이버,네이버,SHIP,147,0,429725,443000
2026-02-09,네이버,네이버,NV-002,49,49,653963,704820
2026-02-09,네이버,네이버,NV-003,72,72,1128031,1219790
2026-02-09,네이버,네이버,NV-004,13,13,144610,156560
2026-02-09,네이버,네이버,NV-005,4,4,45360,48510
2026-02-09,네이버,네이버,NV-006,11,11,143407,154850
2026-02-09,네이버,네이버,NV-007,1,1,13838,14800
2026-02-09,네이버,네이버,NV-008,42,42,989118,1069360
2026-02-09,네이버,네이버,NV-009,8,9,110261,119960
2026-02-09,네이버,네이버,NV-010,3,3,66619,71250
2026-02-09,네이버,네이버,NV-012,5,4,50617,54720
2026-02-09,네이버,네이버,NV-015,1,1,11127,11900
2026-02-09,네이버,네이버,NV-016,7,7,102595,110440
2026-02-09,네이버,네이버,NV-018,1,1,10520,11250
2026-02-09,네이버,네이버,NV-019,1,1,13932,14900
2026-02-09,네이버,네이버,NV-020,7,7,119597,129060
2026-02-09,네이버,네이버,NV-021,1,1,9389,10260
2026-02-09,네이버,네이버,NV-025,5,4,121614,130800
2026-02-09,네이버,네이버,NV-026,2,3,40292,43090
2026-02-09,네이버,네이버,NV-027,2,2,50801,54800
2026-02-09,네이버,네이버,NV-028,4,4,73548,80380
2026-02-09,네이버,네이버,NV-029,1,2,22256,23800
2026-02-09,네이버,네이버,NV-030,5,4,74980,81030
2026-02-09,네이버,네이버,NV-033,1,1,13634,14900
2026-02-09,네이버,네이버,NV-037,1,1,27022,28900
2026-02-09,네이버,네이버,NV-038,2,2,44877,48500
2026-02-09,네이버,네이버,NV-039,1,0,0,0
2026-02-09,네이버,네이버,NV-042,1,1,25162,26910
2026-02-09,네이버,네이버,NV-045,5,5,92087,100020
2026-02-09,네이버,네이버,NV-048,1,1,48311,52800
2026-02-09,네이버,네이버,NV-049,1,1,9882,10800
2026-02-09,네이버,네이버,SHIP,199,0,567472,585000
2026-02-10,네이버,네이버,NV-002,51,50,634537,685450
2026-02-10,네이버,네이버,NV-003,60,61,975879,1053090
2026-02-10,네이버,네이버,NV-004,13,13,128304,138780
2026-02-10,네이버,네이버,NV-005,2,2,25994,27800
2026-02-10,네이버,네이버,NV-006,5,5,77753,84070
2026-02-10,네이버,네이버,NV-007,3,3,28468,31110
2026-02-10,네이버,네이버,NV-008,37,37,890533,964020
2026-02-10,네이버,네이버,NV-009,20,19,263095,285080
2026-02-10,네이버,네이버,NV-010,3,3,51988,56470
2026-02-10,네이버,네이버,NV-011,1,1,10761,11760
2026-02-10,네이버,네이버,NV-012,2,2,25036,27360
2026-02-10,네이버,네이버,NV-013,2,2,21444,23220
2026-02-10,네이버,네이버,NV-014,1,1,14212,15200
2026-02-10,네이버,네이버,NV-016,6,6,91682,98970
2026-02-10,네이버,네이버,NV-017,1,1,15343,16150
2026-02-10,네이버,네이버,NV-018,3,3,33916,36270
2026-02-10,네이버,네이버,NV-020,6,6,100737,109710
2026-02-10,네이버,네이버,NV-021,1,1,22784,24900
2026-02-10,네이버,네이버,NV-025,6,6,175965,190200
2026-02-10,네이버,네이버,NV-026,2,2,20796,22240
2026-02-10,네이버,네이버,NV-028,4,4,74722,80380
2026-02-10,네이버,네이버,NV-029,1,1,10015,10710
2026-02-10,네이버,네이버,NV-030,1,1,18430,19710
2026-02-10,네이버,네이버,NV-031,1,1,22610,24180
2026-02-10,네이버,네이버,NV-033,1,1,27267,29800
2026-02-10,네이버,네이버,NV-037,4,4,99403,106930
2026-02-10,네이버,네이버,NV-038,1,1,13746,14700
2026-02-10,네이버,네이버,NV-039,1,1,12271,13410
2026-02-10,네이버,네이버,NV-044,1,1,27583,29500
2026-02-10,네이버,네이버,NV-045,10,9,159772,172650
2026-02-10,네이버,네이버,NV-046,1,1,8154,8910
2026-02-10,네이버,네이버,NV-049,1,1,2745,3000
2026-02-10,네이버,네이버,SHIP,188,0,535464,552000
2026-02-11,네이버,네이버,NV-002,46,45,540100,583430
2026-02-11,네이버,네이버,NV-003,55,56,864549,932810
2026-02-11,네이버,네이버,NV-004,10,10,96278,104780
2026-02-11,네이버,네이버,NV-005,5,5,106199,115730
2026-02-11,네이버,네이버,NV-006,7,7,89698,96830
2026-02-11,네이버,네이버,NV-007,3,3,20612,22200
2026-02-11,네이버,네이버,NV-008,51,52,1218066,1314560
2026-02-11,네이버,네이버,NV-009,11,11,143190,155440
2026-02-11,네이버,네이버,NV-010,4,4,88044,96220
2026-02-11,네이버,네이버,NV-012,1,1,13464,14400
2026-02-11,네이버,네이버,NV-015,1,1,10212,11160
2026-02-11,네이버,네이버,NV-016,1,1,10996,11760
2026-02-11,네이버,네이버,NV-018,4,4,42784,46260
2026-02-11,네이버,네이버,NV-019,1,1,13634,14900
2026-02-11,네이버,네이버,NV-020,5,6,242426,264570
2026-02-11,네이버,네이버,NV-022,2,2,28140,30420
2026-02-11,네이버,네이버,NV-025,8,9,275073,297090
2026-02-11,네이버,네이버,NV-026,3,3,30550,33090
2026-02-11,네이버,네이버,NV-028,6,6,110542,119480
2026-02-11,네이버,네이버,NV-030,1,0,0,0
2026-02-11,네이버,네이버,NV-036,1,1,13918,15210
2026-02-11,네이버,네이버,NV-037,1,1,24319,26010
2026-02-11,네이버,네이버,NV-039,1,1,8154,8910
2026-02-11,네이버,네이버,NV-042,1,1,27958,29900
2026-02-11,네이버,네이버,NV-045,3,3,57422,62210
2026-02-11,네이버,네이버,NV-049,1,1,5490,6000
2026-02-11,네이버,네이버,SHIP,159,0,456887,471000
2026-02-12,네이버,네이버,NV-002,42,41,517525,559730
2026-02-12,네이버,네이버,NV-003,67,67,1021190,1102690
2026-02-12,네이버,네이버,NV-004,5,6,75270,81420
2026-02-12,네이버,네이버,NV-005,4,4,48976,52820
2026-02-12,네이버,네이버,NV-006,5,5,66264,71770
2026-02-12,네이버,네이버,NV-007,1,1,6771,7400
2026-02-12,네이버,네이버,NV-008,33,33,762578,825170
2026-02-12,네이버,네이버,NV-009,6,6,79564,85380
2026-02-12,네이버,네이버,NV-010,1,1,13251,14170
2026-02-12,네이버,네이버,NV-013,1,1,13932,14900
2026-02-12,네이버,네이버,NV-016,3,3,38407,41600
2026-02-12,네이버,네이버,NV-018,1,1,11698,12510
2026-02-12,네이버,네이버,NV-019,1,1,12271,13410
2026-02-12,네이버,네이버,NV-020,2,2,31699,34640
2026-02-12,네이버,네이버,NV-021,2,2,44600,47700
2026-02-12,네이버,네이버,NV-023,2,2,26277,28400
2026-02-12,네이버,네이버,NV-024,1,1,16269,17400
2026-02-12,네이버,네이버,NV-025,3,3,92034,99100
2026-02-12,네이버,네이버,NV-026,4,4,35560,38450
2026-02-12,네이버,네이버,NV-028,3,3,54148,58750
2026-02-12,네이버,네이버,NV-030,2,2,38075,41610
2026-02-12,네이버,네이버,NV-032,1,1,22636,24210
2026-02-12,네이버,네이버,NV-033,1,1,13932,14900
2026-02-12,네이버,네이버,NV-037,2,2,68069,72800
2026-02-12,네이버,네이버,NV-045,4,5,94437,102010
2026-02-12,네이버,네이버,SHIP,142,0,415179,428000
2026-02-13,네이버,네이버,NV-002,35,35,468810,506630
2026-02-13,네이버,네이버,NV-003,46,49,699434,756090
2026-02-13,네이버,네이버,NV-004,4,4,49362,53110
2026-02-13,네이버,네이버,NV-005,2,2,25777,27800
2026-02-13,네이버,네이버,NV-006,5,5,61510,66350
2026-02-13,네이버,네이버,NV-007,3,3,29372,32100
2026-02-13,네이버,네이버,NV-008,15,15,373351,404150
2026-02-13,네이버,네이버,NV-009,8,9,100601,108360
2026-02-13,네이버,네이버,NV-010,2,2,27662,29920
2026-02-13,네이버,네이버,NV-012,2,2,26928,28800
2026-02-13,네이버,네이버,NV-016,5,4,48508,52380
2026-02-13,네이버,네이버,NV-018,4,4,54004,58770
2026-02-13,네이버,네이버,NV-021,1,1,10431,11400
2026-02-13,네이버,네이버,NV-024,2,2,46484,50460
2026-02-13,네이버,네이버,NV-025,5,5,146732,159000
2026-02-13,네이버,네이버,NV-026,2,1,16233,17740
2026-02-13,네이버,네이버,NV-030,1,1,20477,21900
2026-02-13,네이버,네이버,NV-032,2,2,47305,51110
2026-02-13,네이버,네이버,NV-033,1,1,27267,29800
2026-02-13,네이버,네이버,NV-036,1,1,15464,16900
2026-02-13,네이버,네이버,NV-038,1,1,19436,21240
2026-02-13,네이버,네이버,NV-039,1,1,12948,14150
2026-02-13,네이버,네이버,NV-045,1,1,45566,49800
2026-02-13,네이버,네이버,SHIP,117,0,342419,353000
2026-02-14,네이버,네이버,NV-002,16,17,196641,213460
2026-02-14,네이버,네이버,NV-003,30,33,504034,544570
2026-02-14,네이버,네이버,NV-004,4,4,41564,44640
2026-02-14,네이버,네이버,NV-005,1,1,9724,10400
2026-02-14,네이버,네이버,NV-006,2,2,27584,29500
2026-02-14,네이버,네이버,NV-007,5,5,54948,59400
2026-02-14,네이버,네이버,NV-008,24,25,574406,621650
2026-02-14,네이버,네이버,NV-009,7,8,90434,98040
2026-02-14,네이버,네이버,NV-016,5,6,68147,73460
2026-02-14,네이버,네이버,NV-018,2,2,23396,25020
2026-02-14,네이버,네이버,NV-019,1,1,13932,14900
2026-02-14,네이버,네이버,NV-021,1,1,21318,22800
2026-02-14,네이버,네이버,NV-023,1,1,13223,14450
2026-02-14,네이버,네이버,NV-024,1,1,10435,11160
2026-02-14,네이버,네이버,NV-025,1,1,29172,31200
2026-02-14,네이버,네이버,NV-026,1,1,12502,13370
2026-02-14,네이버,네이버,NV-028,1,1,17888,19550
2026-02-14,네이버,네이버,NV-031,1,1,25124,26870
2026-02-14,네이버,네이버,NV-036,1,1,15006,16400
2026-02-14,네이버,네이버,NV-045,1,1,20954,22410
2026-02-14,네이버,네이버,SHIP,75,0,220196,227000
2026-02-15,네이버,네이버,NV-002,15,15,179132,193410
2026-02-15,네이버,네이버,NV-003,32,33,489331,530600
2026-02-15,네이버,네이버,NV-004,6,6,61422,66420
2026-02-15,네이버,네이버,NV-005,3,3,55712,59910
2026-02-15,네이버,네이버,NV-006,1,2,24964,27280
2026-02-15,네이버,네이버,NV-007,3,3,45597,49400
2026-02-15,네이버,네이버,NV-008,23,24,552773,599060
2026-02-15,네이버,네이버,NV-009,9,10,124899,135450
2026-02-15,네이버,네이버,NV-012,2,1,11859,12960
2026-02-15,네이버,네이버,NV-013,2,2,21248,23220
2026-02-15,네이버,네이버,NV-016,1,1,10997,11760
2026-02-15,네이버,네이버,NV-018,1,1,10520,11250
2026-02-15,네이버,네이버,NV-020,1,1,15849,17320
2026-02-15,네이버,네이버,NV-022,1,1,31602,33800
2026-02-15,네이버,네이버,NV-025,5,5,147416,159000
2026-02-15,네이버,네이버,NV-026,2,1,8117,8870
2026-02-15,네이버,네이버,NV-028,4,4,76371,82560
2026-02-15,네이버,네이버,NV-032,1,1,22636,24210
2026-02-15,네이버,네이버,NV-045,2,2,43290,47310
2026-02-15,네이버,네이버,SHIP,81,0,234749,242000
2026-02-16,네이버,네이버,NV-002,19,18,240870,260700
2026-02-16,네이버,네이버,NV-003,39,40,609745,657650
2026-02-16,네이버,네이버,NV-004,6,6,66461,71900
2026-02-16,네이버,네이버,NV-005,2,2,30472,32950
2026-02-16,네이버,네이버,NV-006,3,3,41081,44250
2026-02-16,네이버,네이버,NV-008,27,27,647519,703140
2026-02-16,네이버,네이버,NV-009,4,4,69648,75010
2026-02-16,네이버,네이버,NV-010,1,1,13988,14960
2026-02-16,네이버,네이버,NV-013,1,1,13932,14900
2026-02-16,네이버,네이버,NV-016,3,3,47283,51300
2026-02-16,네이버,네이버,NV-019,1,1,13933,14900
2026-02-16,네이버,네이버,NV-020,1,1,16727,18280
2026-02-16,네이버,네이버,NV-022,1,1,15006,16400
2026-02-16,네이버,네이버,NV-025,4,4,122919,132880
2026-02-16,네이버,네이버,NV-026,2,2,22621,24720
2026-02-16,네이버,네이버,NV-028,4,4,77955,84740
2026-02-16,네이버,네이버,NV-030,1,1,19448,20800
2026-02-16,네이버,네이버,NV-032,1,1,24615,26900
2026-02-16,네이버,네이버,NV-042,1,1,27359,29900
2026-02-16,네이버,네이버,NV-044,3,3,38680,42270
2026-02-16,네이버,네이버,NV-045,2,2,45609,49300
2026-02-16,네이버,네이버,NV-046,2,2,17848,19300
2026-02-16,네이버,네이버,NV-049,1,1,2745,3000
2026-02-16,네이버,네이버,SHIP,91,0,266765,275000
2026-02-17,네이버,네이버,NV-002,31,30,430510,464240
2026-02-17,네이버,네이버,NV-003,58,59,950583,1027090
2026-02-17,네이버,네이버,NV-004,6,6,63235,68900
2026-02-17,네이버,네이버,NV-005,3,3,34951,37600
2026-02-17,네이버,네이버,NV-006,2,2,27584,29500
2026-02-17,네이버,네이버,NV-007,3,3,27530,29600
2026-02-17,네이버,네이버,NV-008,28,29,704002,763600
2026-02-17,네이버,네이버,NV-009,3,3,35076,38050
2026-02-17,네이버,네이버,NV-010,2,2,49054,53610
2026-02-17,네이버,네이버,NV-012,1,1,12792,13680
2026-02-17,네이버,네이버,NV-016,4,4,48276,52500
2026-02-17,네이버,네이버,NV-018,3,3,34844,37530
2026-02-17,네이버,네이버,NV-019,1,1,13634,14900
2026-02-17,네이버,네이버,NV-020,1,1,17156,18750
2026-02-17,네이버,네이버,NV-021,1,1,10659,11400
2026-02-17,네이버,네이버,NV-025,7,9,263424,282470
2026-02-17,네이버,네이버,NV-026,6,6,58837,63660
2026-02-17,네이버,네이버,NV-030,2,2,40079,43800
2026-02-17,네이버,네이버,NV-032,2,3,73117,79350
2026-02-17,네이버,네이버,NV-038,1,1,43664,46700
2026-02-17,네이버,네이버,NV-041,1,1,15484,16920
2026-02-17,네이버,네이버,NV-042,1,1,27957,29900
2026-02-17,네이버,네이버,NV-044,1,1,26970,29000
2026-02-17,네이버,네이버,NV-049,2,2,7779,8500
2026-02-17,네이버,네이버,SHIP,122,0,349211,360000
2026-02-18,네이버,네이버,NV-002,36,36,512138,552410
2026-02-18,네이버,네이버,NV-003,70,71,1199345,1298270
2026-02-18,네이버,네이버,NV-004,7,8,98890,106700
2026-02-18,네이버,네이버,NV-006,1,1,13792,14750
2026-02-18,네이버,네이버,NV-007,4,4,39122,42000
2026-02-18,네이버,네이버,NV-008,38,38,925840,998540
2026-02-18,네이버,네이버,NV-009,15,15,200255,216350
2026-02-18,네이버,네이버,NV-010,2,2,50038,54110
2026-02-18,네이버,네이버,NV-013,1,1,13635,14900
2026-02-18,네이버,네이버,NV-016,13,13,181824,196510
2026-02-18,네이버,네이버,NV-017,1,1,16228,17450
2026-02-18,네이버,네이버,NV-018,2,3,33787,36400
2026-02-18,네이버,네이버,NV-020,4,4,67274,73120
2026-02-18,네이버,네이버,NV-023,1,2,26446,28900
2026-02-18,네이버,네이버,NV-024,1,1,15921,17400
2026-02-18,네이버,네이버,NV-025,8,7,215266,233770
2026-02-18,네이버,네이버,NV-026,8,8,122306,132280
2026-02-18,네이버,네이버,NV-027,1,1,30762,32900
2026-02-18,네이버,네이버,NV-028,4,4,78390,84740
2026-02-18,네이버,네이버,NV-030,1,1,19032,20800
2026-02-18,네이버,네이버,NV-033,1,1,13634,14900
2026-02-18,네이버,네이버,NV-034,1,1,13932,14900
2026-02-18,네이버,네이버,NV-038,1,1,22066,23600
2026-02-18,네이버,네이버,NV-041,1,1,10567,11300
2026-02-18,네이버,네이버,NV-042,1,1,25986,28400
2026-02-18,네이버,네이버,NV-045,6,5,104010,112800
2026-02-18,네이버,네이버,SHIP,158,0,458833,473000
2026-02-19,네이버,네이버,NV-002,55,53,714899,772010
2026-02-19,네이버,네이버,NV-003,73,75,1149874,1244130
2026-02-19,네이버,네이버,NV-004,10,10,104877,113000
2026-02-19,네이버,네이버,NV-005,7,7,80398,86450
2026-02-19,네이버,네이버,NV-006,11,11,146543,158550
2026-02-19,네이버,네이버,NV-007,5,4,36490,39500
2026-02-19,네이버,네이버,NV-008,45,43,1066949,1155130
2026-02-19,네이버,네이버,NV-009,13,14,161636,175550
2026-02-19,네이버,네이버,NV-010,3,3,73676,80520
2026-02-19,네이버,네이버,NV-012,1,1,12792,13680
2026-02-19,네이버,네이버,NV-013,1,1,13634,14900
2026-02-19,네이버,네이버,NV-016,7,7,81182,87420
2026-02-19,네이버,네이버,NV-018,1,2,21629,23130
2026-02-19,네이버,네이버,NV-019,2,2,13544,14800
2026-02-19,네이버,네이버,NV-020,1,1,16727,18280
2026-02-19,네이버,네이버,NV-021,1,1,10127,10830
2026-02-19,네이버,네이버,NV-024,1,1,15126,16530
2026-02-19,네이버,네이버,NV-025,5,5,154670,167580
2026-02-19,네이버,네이버,NV-026,3,3,35375,37830
2026-02-19,네이버,네이버,NV-028,12,12,232857,252630
2026-02-19,네이버,네이버,NV-029,1,0,0,0
2026-02-19,네이버,네이버,NV-030,1,1,19033,20800
2026-02-19,네이버,네이버,NV-034,1,1,12948,14150
2026-02-19,네이버,네이버,NV-038,1,1,12774,13960
2026-02-19,네이버,네이버,NV-041,2,2,27003,29120
2026-02-19,네이버,네이버,NV-044,1,1,13100,14010
2026-02-19,네이버,네이버,NV-045,5,4,81155,87850
2026-02-19,네이버,네이버,SHIP,196,0,563595,581000
2026-02-20,네이버,네이버,NV-002,39,39,552528,595510
2026-02-20,네이버,네이버,NV-003,63,68,1098930,1190730
2026-02-20,네이버,네이버,NV-004,13,13,144749,156700
2026-02-20,네이버,네이버,NV-005,4,4,45319,49050
2026-02-20,네이버,네이버,NV-006,1,1,13792,14750
2026-02-20,네이버,네이버,NV-007,1,1,13542,14800
2026-02-20,네이버,네이버,NV-008,30,30,723808,782490
2026-02-20,네이버,네이버,NV-009,8,8,92347,100100
2026-02-20,네이버,네이버,NV-010,2,2,51338,55500
2026-02-20,네이버,네이버,NV-012,1,1,13464,14400
2026-02-20,네이버,네이버,NV-013,1,1,13932,14900
2026-02-20,네이버,네이버,NV-015,3,3,32576,35340
2026-02-20,네이버,네이버,NV-016,3,3,36708,39760
2026-02-20,네이버,네이버,NV-018,2,2,22557,24390
2026-02-20,네이버,네이버,NV-020,1,1,17999,19250
2026-02-20,네이버,네이버,NV-021,1,1,9910,10830
2026-02-20,네이버,네이버,NV-023,1,1,13512,14450
2026-02-20,네이버,네이버,NV-025,9,8,246103,266760
2026-02-20,네이버,네이버,NV-026,1,1,9220,9860
2026-02-20,네이버,네이버,NV-028,5,5,95433,103840
2026-02-20,네이버,네이버,NV-030,1,1,19032,20800
2026-02-20,네이버,네이버,NV-031,1,1,23353,25520
2026-02-20,네이버,네이버,NV-034,1,1,13932,14900
2026-02-20,네이버,네이버,NV-039,3,3,27303,29200
2026-02-20,네이버,네이버,NV-045,3,4,70549,77100
2026-02-20,네이버,네이버,NV-049,1,1,2745,3000
2026-02-20,네이버,네이버,SHIP,148,0,440404,454000
2026-02-21,네이버,네이버,NV-002,27,27,354397,383710
2026-02-21,네이버,네이버,NV-003,69,70,1136399,1228140
2026-02-21,네이버,네이버,NV-004,7,7,70572,76800
2026-02-21,네이버,네이버,NV-005,4,4,58343,63760
2026-02-21,네이버,네이버,NV-006,1,1,13100,14010
2026-02-21,네이버,네이버,NV-007,4,4,48872,53410
2026-02-21,네이버,네이버,NV-008,21,21,512184,552740
2026-02-21,네이버,네이버,NV-009,9,9,104622,113500
2026-02-21,네이버,네이버,NV-010,3,3,54530,59250
2026-02-21,네이버,네이버,NV-012,2,2,26929,28800
2026-02-21,네이버,네이버,NV-013,1,1,12948,14150
2026-02-21,네이버,네이버,NV-016,6,6,103398,113000
2026-02-21,네이버,네이버,NV-019,1,1,13176,14400
2026-02-21,네이버,네이버,NV-020,1,1,16727,18280
2026-02-21,네이버,네이버,NV-022,1,1,15464,16900
2026-02-21,네이버,네이버,NV-024,1,1,11016,11780
2026-02-21,네이버,네이버,NV-025,6,6,183222,196650
2026-02-21,네이버,네이버,NV-026,5,5,54132,58300
2026-02-21,네이버,네이버,NV-028,3,2,39620,42370
2026-02-21,네이버,네이버,NV-029,1,1,10889,11900
2026-02-21,네이버,네이버,NV-030,1,1,19448,20800
2026-02-21,네이버,네이버,NV-032,2,2,48530,52450
2026-02-21,네이버,네이버,NV-033,1,1,13634,14900
2026-02-21,네이버,네이버,NV-037,1,1,38989,41700
2026-02-21,네이버,네이버,NV-038,1,1,20516,22420
2026-02-21,네이버,네이버,NV-039,2,1,9257,9900
2026-02-21,네이버,네이버,NV-045,1,1,13634,14900
2026-02-21,네이버,네이버,NV-047,1,1,8968,9800
2026-02-21,네이버,네이버,SHIP,142,0,407424,420000
2026-02-22,네이버,네이버,NV-002,36,35,497819,537930
2026-02-22,네이버,네이버,NV-003,90,92,1445790,1558670
2026-02-22,네이버,네이버,NV-004,16,16,201955,219200
2026-02-22,네이버,네이버,NV-005,3,3,40446,43850
2026-02-22,네이버,네이버,NV-006,9,10,135775,145520
2026-02-22,네이버,네이버,NV-007,7,7,73520,79000
2026-02-22,네이버,네이버,NV-008,27,26,658318,713140
2026-02-22,네이버,네이버,NV-009,22,24,277567,300600
2026-02-22,네이버,네이버,NV-010,2,0,0,0
2026-02-22,네이버,네이버,NV-014,1,1,14678,16040
2026-02-22,네이버,네이버,NV-015,1,1,11192,11780
2026-02-22,네이버,네이버,NV-016,10,11,146991,158390
2026-02-22,네이버,네이버,NV-018,2,2,22101,23890
2026-02-22,네이버,네이버,NV-019,1,1,13464,14400
2026-02-22,네이버,네이버,NV-020,5,4,68272,74190
2026-02-22,네이버,네이버,NV-024,2,2,21796,23560
2026-02-22,네이버,네이버,NV-025,3,3,92085,99180
2026-02-22,네이버,네이버,NV-026,3,3,36013,38830
2026-02-22,네이버,네이버,NV-027,1,2,40954,43800
2026-02-22,네이버,네이버,NV-028,2,2,38771,42370
2026-02-22,네이버,네이버,NV-030,2,2,39029,42200
2026-02-22,네이버,네이버,NV-031,1,0,0,0
2026-02-22,네이버,네이버,NV-032,1,1,23378,25550
2026-02-22,네이버,네이버,NV-041,1,1,15483,16920
2026-02-22,네이버,네이버,NV-045,2,2,44897,48550
2026-02-22,네이버,네이버,SHIP,201,0,567476,585000
2026-02-23,네이버,네이버,NV-002,33,33,413132,446400
2026-02-23,네이버,네이버,NV-003,90,92,1438242,1557200
2026-02-23,네이버,네이버,NV-004,10,10,121725,131650
2026-02-23,네이버,네이버,NV-005,7,7,101639,110100
2026-02-23,네이버,네이버,NV-006,4,4,54181,58260
2026-02-23,네이버,네이버,NV-007,3,3,30014,32100
2026-02-23,네이버,네이버,NV-008,46,46,1281128,1385060
2026-02-23,네이버,네이버,NV-009,14,14,184092,201350
2026-02-23,네이버,네이버,NV-010,2,2,51426,55000
2026-02-23,네이버,네이버,NV-012,1,1,13464,14400
2026-02-23,네이버,네이버,NV-013,4,4,46345,50100
2026-02-23,네이버,네이버,NV-015,2,2,22483,24300
2026-02-23,네이버,네이버,NV-016,12,13,150126,161530
2026-02-23,네이버,네이버,NV-018,7,8,90448,98320
2026-02-23,네이버,네이버,NV-019,1,1,13634,14900
2026-02-23,네이버,네이버,NV-020,6,6,119594,129900
2026-02-23,네이버,네이버,NV-024,1,1,11346,12400
2026-02-23,네이버,네이버,NV-025,4,4,124107,133430
2026-02-23,네이버,네이버,NV-026,3,3,35608,38080
2026-02-23,네이버,네이버,NV-027,1,1,32848,35900
2026-02-23,네이버,네이버,NV-028,5,5,97690,105380
2026-02-23,네이버,네이버,NV-030,2,2,38613,42200
2026-02-23,네이버,네이버,NV-035,1,1,3179,3400
2026-02-23,네이버,네이버,NV-037,1,1,26444,28900
2026-02-23,네이버,네이버,NV-039,1,1,13634,14900
2026-02-23,네이버,네이버,NV-042,1,1,27489,29400
2026-02-23,네이버,네이버,NV-044,1,1,13326,14250
2026-02-23,네이버,네이버,NV-045,2,2,44439,48050
2026-02-23,네이버,네이버,NV-047,1,1,8696,9300
2026-02-23,네이버,네이버,SHIP,199,0,587838,606000
2026-02-24,네이버,네이버,NV-002,37,37,487953,527000
2026-02-24,네이버,네이버,NV-003,80,82,1302381,1408260
2026-02-24,네이버,네이버,NV-004,7,8,83222,90950
2026-02-24,네이버,네이버,NV-005,1,1,9678,10350
2026-02-24,네이버,네이버,NV-006,8,7,93706,100530
2026-02-24,네이버,네이버,NV-007,2,2,15830,17300
2026-02-24,네이버,네이버,NV-008,36,37,923914,1001520
2026-02-24,네이버,네이버,NV-009,9,9,116818,126550
2026-02-24,네이버,네이버,NV-010,1,1,25391,27750
2026-02-24,네이버,네이버,NV-012,1,1,13464,14400
2026-02-24,네이버,네이버,NV-013,1,1,12948,14150
2026-02-24,네이버,네이버,NV-016,6,6,69672,76140
2026-02-24,네이버,네이버,NV-018,4,4,44079,47650
2026-02-24,네이버,네이버,NV-019,1,1,13634,14900
2026-02-24,네이버,네이버,NV-020,5,5,104309,114000
2026-02-24,네이버,네이버,NV-021,3,3,43570,47130
2026-02-24,네이버,네이버,NV-023,2,3,39291,42620
2026-02-24,네이버,네이버,NV-024,1,1,10780,11780
2026-02-24,네이버,네이버,NV-025,8,8,231447,248270
2026-02-24,네이버,네이버,NV-026,1,1,13194,14110
2026-02-24,네이버,네이버,NV-028,6,6,116097,125520
2026-02-24,네이버,네이버,NV-030,1,1,19033,20800
2026-02-24,네이버,네이버,NV-033,1,1,25905,28310
2026-02-24,네이버,네이버,NV-037,1,1,41046,43900
2026-02-24,네이버,네이버,NV-039,1,1,9257,9900
2026-02-24,네이버,네이버,NV-045,2,2,44897,48550
2026-02-24,네이버,네이버,NV-046,1,1,8789,9400
2026-02-24,네이버,네이버,NV-048,1,1,24778,26500
2026-02-24,네이버,네이버,SHIP,174,0,508299,524000
2026-02-25,네이버,네이버,NV-002,38,38,501310,542600
2026-02-25,네이버,네이버,NV-003,74,72,1193786,1290320
2026-02-25,네이버,네이버,NV-004,13,13,143516,155700
2026-02-25,네이버,네이버,NV-005,2,2,19149,20700
2026-02-25,네이버,네이버,NV-006,6,6,80056,86520
2026-02-25,네이버,네이버,NV-007,2,2,13543,14800
2026-02-25,네이버,네이버,NV-008,33,36,880840,951540
2026-02-25,네이버,네이버,NV-009,11,11,139590,150910
2026-02-25,네이버,네이버,NV-010,2,1,13955,15250
2026-02-25,네이버,네이버,NV-012,3,3,40106,43200
2026-02-25,네이버,네이버,NV-016,6,6,80041,86220
2026-02-25,네이버,네이버,NV-017,1,1,17052,17950
2026-02-25,네이버,네이버,NV-018,2,2,21742,23760
2026-02-25,네이버,네이버,NV-020,3,3,52239,56280
2026-02-25,네이버,네이버,NV-024,1,1,11594,12400
2026-02-25,네이버,네이버,NV-025,7,11,388487,423090
2026-02-25,네이버,네이버,NV-026,4,4,54231,58940
